sku,brand,original_name,display_title,product_type,volume,collection,fragrance,stock,aging,trade_price,has_image,has_description,tier,evidence_A,evidence_B,evidence_C,fragrance_A,independent_sources,independent_A,independent_bestseller,independent_ru_retail,promotion_rank,high_stock_push,promotion_blocked,rationale
54556,Ladenac Milano,Vent d'Arabie диффузор Rose des Sables brown 500мл,Vent d'Arabie Rose des Sables brown,reed_diffuser,500 мл,Vent d'Arabie,Vent d'Arabie Rose des Sables brown,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
089864,Ladenac Milano,Dynastie Senteur Royale диффузор silver 500мл,Dynastie Senteur Royale silver,reed_diffuser,500 мл,Dynastie,Dynastie Senteur Royale silver,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
DANHNIR250DEC,DANHERA,"Ароматизатор воздуха NIRO, 250 мл, ТМ DANHERA",NIRO,reed_diffuser,250 мл,,NIRO,1,unknown,null,True,True,STRONG,0,2,0,0,2,0,0,2,14,False,False,Есть прямой сигнал для аромата плюс независимая представленность либо два независимых российских продавца. Не статус бестселлера VOZDOOH.
344565,Ladenac Milano,Ladenac room spray Lui&Lei black gold,Lui&Lei black gold,room_spray,,,,1,unknown,null,False,True,SLOW,0,0,1,0,0,0,0,0,,False,True,Lui&Lei black gold обозначает оформление; точный аромат не указан. Продвижение заблокировано. Нет пригодного существующего фото.
MF-FRAGR2.01,MAMI MILANO,"MAMI MILANO Диффузор с палочками GHIACCIO E ZENZERO / Лед & Имбирь. Коллекция PALAZZO, 200 мл",GHIACCIO E ZENZERO,reed_diffuser,200 мл,PALAZZO,GHIACCIO E ZENZERO,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
MF-FRAGR2.02,MAMI MILANO,"MAMI MILANO Диффузор с палочками ARANCIA CANDITA / Апельсин в сахаре. Коллекция PALAZZO, 200 мл",ARANCIA CANDITA,reed_diffuser,200 мл,PALAZZO,ARANCIA CANDITA,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
MF-FRAGR2.07,MAMI MILANO,"MAMI MILANO Диффузор с палочками AQUA / Вода. Коллекция PALAZZO, 200 мл",AQUA,reed_diffuser,200 мл,PALAZZO,AQUA,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
MF-FRAGR2.09,MAMI MILANO,"MAMI MILANO Диффузор с палочками VANIGLIA E LEGNI / Ваниль & Древесина. Коллекция PALAZZO, 200 мл",VANIGLIA E LEGNI,reed_diffuser,200 мл,PALAZZO,VANIGLIA E LEGNI,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
MF-FRAGR2.12,MAMI MILANO,"MAMI MILANO Диффузор с палочками VIA DELLE SPEZIE / Улица специй. Коллекция PALAZZO, 200 мл",VIA DELLE SPEZIE,reed_diffuser,200 мл,PALAZZO,VIA DELLE SPEZIE,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
V61028,Vellutier,Vellutier / Свеча большая В пустыне 515гр / Into the Wilderness,В пустыне,candle,515 г,,Into the Wilderness,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
V61014,Vellutier,Vellutier / Свеча большая Вечерний тост 515гр / Midnight Toast,Вечерний тост,candle,515 г,,Midnight Toast,1,unknown,null,True,True,NORMAL,0,3,0,0,3,0,0,1,24,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
V61036,Vellutier,Vellutier / Свеча большая Сибирский сосновый лес 515гр / Siberian Pine Forest,Сибирский сосновый лес,candle,515 г,,Siberian Pine Forest,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
V63017,Vellutier,Vellutier / Свеча маленькая Старинная библиотека 90гр / Vintege Library,Старинная библиотека,candle,90 г,,Vintage Library,1,unknown,null,True,True,NORMAL,0,3,0,0,2,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
V63011,Vellutier,Vellutier / Свеча маленькая Удовое дерево 90гр / Oudwood Journey,Удовое дерево,candle,90 г,,Oudwood Journey,2,unknown,null,True,True,NORMAL,0,4,0,0,3,0,0,1,18,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
V62014,Vellutier,Vellutier / Свеча средняя Вечерний тост 225гр / Midnight Toast,Вечерний тост,candle,225 г,,Midnight Toast,1,unknown,null,True,True,NORMAL,0,3,0,0,3,0,0,1,25,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
045850b2-9e1f-11ee-b408-d069cd63062f,AROMAgroup,Салями картридж AG 100мл пласт.,Салями,machine_cartridge,100 мл,,Салями,1,unknown,null,False,True,SLOW,0,0,1,0,0,0,0,0,,False,True,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса. Нет пригодного существующего фото.
N020713,Christian Tortu,Аромадиффузор 250 мл Christian Tortu /TOMATO LEAF/ ТОМАТНЫЙ ЛИСТ,TOMATO LEAF,reed_diffuser,250 мл,,TOMATO LEAF,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
09877,AROMAgroup,Аппарат для ароматизации помещений AROMAgroup Shop 250 bt,Аппарат для ароматизации помещений Shop 250 bt,scent_machine,,,,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
084e10f7-dad6-11ee-b40a-f198e863aac1,AROMAgroup,Кофе Масала картридж AG 180мл пласт.,Кофе Масала,machine_cartridge,180 мл,,Кофе Масала,1,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,False,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса.
fcf32570-dad6-11ee-b40a-f198e863aac1,AROMAgroup,Тонка и жакаранда картридж AG 100мл пласт.,Тонка и жакаранда,machine_cartridge,100 мл,,Тонка и жакаранда,1,unknown,null,True,True,NORMAL,0,1,0,0,0,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
fc7e824a-136a-11ef-b412-e92179844ed4,AROMAgroup,Бербери картридж AG 180мл пласт.,Бербери,machine_cartridge,180 мл,,Бербери,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
MF-REFILL.08,MAMI MILANO,"MAMI MILANO Рефилл для диффузора COCCOLE DI TALCO / Пудровые объятия. Коллекция PALAZZO, 250 мл",COCCOLE DI TALCO,diffuser_refill,250 мл,PALAZZO,COCCOLE DI TALCO,1,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,False,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса.
MF-REFILL.06,MAMI MILANO,"MAMI MILANO Рефилл для диффузора NUVOLA DI COTONE / Хлопковое облако. Коллекция PALAZZO, 250 мл",NUVOLA DI COTONE,diffuser_refill,250 мл,PALAZZO,NUVOLA DI COTONE,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
MF-REFILL.12,MAMI MILANO,"MAMI MILANO Рефилл для диффузора VIA DELLE SPEZIE / Улица специй. Коллекция PALAZZO, 250 мл",VIA DELLE SPEZIE,diffuser_refill,250 мл,PALAZZO,VIA DELLE SPEZIE,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
CE500TFU.23,TEATRO Fragranze Uniche,"TEATRO Диффузор с палочками CERESIA / Черезия, 500 мл",CERESIA,reed_diffuser,500 мл,,CERESIA,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
8c80d0e5-231d-11ef-b412-e92179844ed4,TEATRO Fragranze Uniche,"TEATRO Диффузор с палочками CERESIA / Черезия, 250 мл",CERESIA,reed_diffuser,250 мл,,CERESIA,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
9980088,CULTI MILANO,Рефил для заправки диффузора Mediterranea 1000мл,Mediterranea,diffuser_refill,1000 мл,,Mediterranea,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
08d97776-bb50-11ef-b425-ed110731e4f3,TEATRO Fragranze Uniche,TEATRO Бокс №10 Натуральные бамбуковые палочки 30см для диффузора 250мл,Бокс №10 Натуральные бамбуковые палочки 30см для а,diffuser_sticks,,,,9,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,True,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса. Остаток ≥3: отдельная очередь high-stock push; остаток не повышает силу спроса.
63a36c45-bb50-11ef-b425-ed110731e4f3,TEATRO Fragranze Uniche,TEATRO Бокс №10 Черные бамбуковые палочки 30см для диффузора 250мл,Бокс №10 Черные бамбуковые палочки 30см для а,diffuser_sticks,,,,5,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,True,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса. Остаток ≥3: отдельная очередь high-stock push; остаток не повышает силу спроса.
83763644-bb50-11ef-b425-ed110731e4f3,TEATRO Fragranze Uniche,TEATRO Бокс №12 Натуральные бамбуковые палочки 36см для диффузора 500мл,Бокс №12 Натуральные бамбуковые палочки 36см для а,diffuser_sticks,,,,5,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,True,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса. Остаток ≥3: отдельная очередь high-stock push; остаток не повышает силу спроса.
fa750375-783b-11ed-b530-7c8bca00854e,AROMAgroup,Аппарат для ароматизации помещений AROMAgroup Dispenser Liquid bt V3.1 (черный),Аппарат для ароматизации помещений Dispenser Liquid bt V3.1 (черный),scent_machine,,,,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
fa750378-783b-11ed-b530-7c8bca00854e,AROMAgroup,Аппарат для ароматизации помещений AROMAgroup Dispenser Liquid bt V3.1 (белый),Аппарат для ароматизации помещений Dispenser Liquid bt V3.1 (белый),scent_machine,,,,1,unknown,null,True,True,NORMAL,0,1,0,0,0,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
876687,AROMAgroup,Игристая малина картридж AG 150 мл.,Игристая малина,machine_cartridge,150 мл,,Игристая малина,1,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,False,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса.
DV500RTFU,TEATRO Fragranze Uniche,"TEATRO Рефилл для диффузора DOLCE VANIGLIA / Сладкая ваниль, 500 мл",DOLCE VANIGLIA,diffuser_refill,500 мл,,DOLCE VANIGLIA,1,unknown,null,True,True,STRONG,0,5,0,0,4,0,0,2,13,False,False,Есть прямой сигнал для аромата плюс независимая представленность либо два независимых российских продавца. Не статус бестселлера VOZDOOH.
CAND-XM180,TEATRO Fragranze Uniche,"TEATRO Ароматическая свеча XMAS Christmas Collection, 180 г",XMAS,candle,180 г,Christmas Collection,XMAS,2,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
CAND-HOME180,TEATRO Fragranze Uniche,"TEATRO Ароматическая свеча HOME Luxury Сollection, 180 г",HOME,candle,180 г,Luxury Сollection,HOME,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
CAND-ROU180,TEATRO Fragranze Uniche,"TEATRO Ароматическая свеча ROSE OUD / Роза & Уд Luxury Сollection, 180 г",ROSE OUD,candle,180 г,Luxury Сollection,ROSE OUD,1,unknown,null,True,True,NORMAL,0,3,0,0,3,0,0,1,20,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
CAPP-XMTFU,TEATRO Fragranze Uniche,TEATRO Подарочный набор в шляпной коробке XMAS Christmas (Диффузор с палочками 250 мл + рефилл 250 м,Подарочный набор в шляпной коробке XMAS Christmas ( + рефилл 250 м,gift_set,250 мл,,Подарочный набор в шляпной коробке XMAS Christmas ( + рефилл 250 м,2,unknown,null,False,True,SLOW,0,0,1,0,0,0,0,0,,False,True,Исходное название подарочного набора обрезано: состав и объём рефилла требуют сверки. Продвижение заблокировано. Нет пригодного существующего фото.
465636,CULTI MILANO,Рефил для заправки диффузора The 1000мл,The,diffuser_refill,1000 мл,,The,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Представленность аромата подтверждена каталогами двух независимых продавцов (Candlesbox РФ и Bloomingdale's КСА); явные сигналы спроса (bestseller, отзывы) не подтвердились при повторной проверке. Не статус бестселлера VOZDOOH."
0b044a39-8588-11ed-b530-7c8bca00854e,VINOVE,Ароматизатор для автомобиля / VINOVE LEATHER ESPRESSO /коричневая кожа/ ROME/ РИМ,Ароматизатор для автомобиля,car_fragrance,,VINOVE LEATHER ESPRESSO,ROME,3,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,True,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно. Остаток ≥3: отдельная очередь high-stock push; остаток не повышает силу спроса."
90877,CULTI MILANO,Décor Limited Van Gogh Irises диффузор 500мл,Décor Limited Van Gogh Irises,reed_diffuser,500 мл,Décor Limited,Van Gogh Irises,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
67787900,AROMAgroup,Аппарат для ароматизации помещений AROMAgroup Dispenser Liquid PRO,Аппарат для ароматизации помещений Dispenser Liquid PRO,scent_machine,,,,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
0189,,Ножницы для фитиля,Ножницы для фитиля,wick_trimmer,,,,1,unknown,null,False,True,SLOW,0,0,1,0,0,0,0,0,,False,True,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса. Нет пригодного существующего фото.
65576,CULTI MILANO,Decor Limited Lambordhini диффузор 1000 мл,Decor Limited Lambordhini,reed_diffuser,1000 мл,Decor Limited,Lambordhini,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
890999,AROMAgroup,Аппарат для ароматизации помещений AROMAgroup Cafe 1000 Bt блютуз,Аппарат для ароматизации помещений Cafe 1000 Bt блютуз,scent_machine,,,,1,unknown,null,True,True,NORMAL,0,2,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
1112211,AROMAgroup,Пряный табак картридж AG 100мл пласт.,Пряный табак,machine_cartridge,100 мл,,Пряный табак,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
426b83df-1ab0-11ed-bb36-7c8bca00854e,AROMAgroup,Аппарат для ароматизации помещений AROMAgroup Shop 300 bt,Аппарат для ароматизации помещений Shop 300 bt,scent_machine,,,,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
54378,AROMAgroup,Аппарат для ароматизации помещений  ROMAgroup Hotel 1000 Bt,Аппарат для ароматизации помещений ROMAgroup Hotel 1000 Bt,scent_machine,,,,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
87654,AROMAgroup,Бордо картридж АG 150мл пласт.,Бордо,machine_cartridge,150 мл,,Бордо,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
45360,AROMAgroup,"Магма, 150 мл, пластик",Магма,machine_cartridge,150 мл,,Магма,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
675483,AROMAgroup,Бербери картридж AG 150мл пласт.,Бербери,machine_cartridge,150 мл,,Бербери,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
3444567,AROMAgroup,Джованни картридж AG 150мл пласт.,Джованни,machine_cartridge,150 мл,,Джованни,1,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,False,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса.
988768798,AROMAgroup,Бербери картридж AG 100мл пласт.,Бербери,machine_cartridge,100 мл,,Бербери,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
087654,AROMAgroup,Тадж- Махал картридж AG 100мл пласт.,Тадж- Махал,machine_cartridge,100 мл,,Тадж- Махал,1,unknown,null,True,True,SLOW,0,0,1,0,0,0,0,0,,False,False,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса.
132689,AROMAgroup,Благородная кожа картридж AG 100 мл,Благородная кожа,machine_cartridge,100 мл,,Благородная кожа,1,unknown,null,False,True,SLOW,0,0,1,0,0,0,0,0,,False,True,В выполненном поиске не найден надёжно сопоставленный сигнал либо карточка не готова; это не доказательство отсутствия спроса. Нет пригодного существующего фото.
N020334,VINOVE,Сменный блок ароматизатора PARIS / ПАРИЖ,Сменный блок ароматизатора PARIS,car_refill,,,PARIS,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
df29d344-d192-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Classic диффузор Aramara 250мл,Stile Classic Aramara,reed_diffuser,250 мл,Stile Classic,Aramara,1,unknown,null,True,True,CORE / PRIORITY,0,5,0,3,5,3,2,1,3,False,False,Два независимых явных bestseller-сигнала для конкретного аромата; карточка имеет фото и описание. Подтверждение объёма ограничено указанными evidence.
df29d346-d192-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Classic диффузор Tessuto 250мл,Stile Classic Tessuto,reed_diffuser,250 мл,Stile Classic,Tessuto,2,unknown,null,True,True,CORE / PRIORITY,0,5,0,2,5,2,2,1,4,False,False,Два независимых явных bestseller-сигнала для конкретного аромата; карточка имеет фото и описание. Подтверждение объёма ограничено указанными evidence.
df29d34a-d192-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Classic диффузор Aqqua 250мл,Stile Classic Aqqua,reed_diffuser,250 мл,Stile Classic,Aqqua,1,unknown,null,True,True,STRONG,0,2,0,1,2,1,0,0,9,False,False,Есть прямой сигнал для аромата плюс независимая представленность либо два независимых российских продавца. Не статус бестселлера VOZDOOH.
df29d34e-d192-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Classic диффузор Supreme Amber 250мл,Stile Classic Supreme Amber,reed_diffuser,250 мл,Stile Classic,Supreme Amber,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
802e8ad6-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Classic диффузор Era 500мл,Stile Classic Era,reed_diffuser,500 мл,Stile Classic,Era,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
802e8adf-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Decor Classic диффузор Mediterranea 250мл,Decor Classic Mediterranea,reed_diffuser,250 мл,Decor Classic,Mediterranea,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
802e8ae5-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Decor Classic диффузор Aramara 250мл,Decor Classic Aramara,reed_diffuser,250 мл,Decor Classic,Aramara,1,unknown,null,True,True,CORE / PRIORITY,0,5,0,3,5,3,2,1,1,False,False,Два независимых явных bestseller-сигнала для конкретного аромата; карточка имеет фото и описание. Подтверждение объёма ограничено указанными evidence.
802e8aeb-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Decor Classic диффузор Mountain 500мл,Decor Classic Mountain,reed_diffuser,500 мл,Decor Classic,Mountain,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
802e8b01-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Colours Green диффузор The 500мл,Stile Colours Green The,reed_diffuser,500 мл,Stile Colours Green,The,1,unknown,null,True,True,NORMAL,0,2,0,0,2,0,0,1,,False,False,"Представленность аромата подтверждена каталогами двух независимых продавцов (Candlesbox РФ и Bloomingdale's КСА); явные сигналы спроса (bestseller, отзывы) не подтвердились при повторной проверке. Не статус бестселлера VOZDOOH."
802e8b03-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Stile Limited Gratia диффузор 500мл,Stile Limited Gratia,reed_diffuser,500 мл,Stile Limited,Gratia,1,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,1,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
802e8b05-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Decor Limited Malia диффузор 500мл,Decor Limited Malia,reed_diffuser,500 мл,Decor Limited,Malia,2,unknown,null,True,True,NORMAL,0,1,0,0,1,0,0,0,,False,False,"Подтверждена внешняя представленность аромата/модели, но сочетания сильных независимых сигналов недостаточно."
802e8b0c-d19b-11ec-be83-7c8bca00854e,CULTI MILANO,Саше для автомобиля Mareminerale 7х7см,Саше для автомобиля Mareminerale 7х7см,car_sachet,,,Mareminerale,2,unknown,null,True,True,STRONG,1,1,0,1,2,1,0,0,6,False,False,Есть прямой сигнал для аромата плюс независимая представленность либо два независимых российских продавца. Не статус бестселлера VOZDOOH.
